,Organisation Code,Name,Postcode,Full Address,Number of patients registered at GP practices in London,loc,Point,Latitude,Longitude,Altitude
606,F84714,St. Paul'S Way Medical Ctr,E14 7LJ,"First Floor, 11 Selsey Street, London",5802,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
607,F84716,The Allerton Road Surgery,N16 5UF,"34A Allerton Road, Stoke Newington, London",2914,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
608,F84717,Royal Docks Medical Practice,E6 5NA,"Royal Docks Medical Ctre, 21 East Ham Manor Way, Beckton, London",3559,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
609,F84718,The Blithehale Med.Ctr.,E2 6JA,"Blithehale Health Centre, 10-22 Dunbridge Street, London",3233,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
610,F84719,Latimer Health Centre,E9 6RT,"Latimer Health Centre, 4 Homerton Terrace, Off Morning Lane,Hackney, London",6389,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
611,F84720,Healy Medical Centre,E5 9DH,"Healy Medical Centre, 200 Upper Clapton Road, London",8073,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
612,F84724,Woodgrange Medical Practice,E7 0QH,"Woodgrange Med Practice, 40 Woodgrange Road, Forest Gate, London",17212,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
613,F84729,The Manor Park Practice,E12 5JG,"The Surgery, 778 Romford Road, Manor Park, London",1872,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
614,F84730,Dr Pcl Knight,E15 4ES,"Vicarage Lane Health Ctr, 10 Vicarage Lane, Stratford, London",14565,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
615,F84731,St. Katherine'S Dock Practice,E1W 1UA,"12-14 Nightingale House, 50 Thomas More Street, London",12149,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
616,F84733,Health E1,E1 6PU,"9 - 11 Brick Lane, London",7466,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
617,F84735,The Azad Practice,E6 3BD,"Boleyn Medical Centre, 152 Barking Road, East Ham, London",8216,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
618,F84739,E12 Medical Centre,E12 6SJ,"243 High Street North, Manor Park, London",3512,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
619,F84740,Newham Transitional Practice,E12 6AQ,"Newham Transitional Prac, 30 Church Road,The Centre, Manor Park, London",2510,"London, Westminster, GB, E12 6AQ","(51.547708, 0.053179, 0.0)",51.547708,0.053179,0.0
620,F84741,Dr T Krishnamurthy,E7 8QR,"East Ham Memorial Hpl, Shrewsbury Road, Forest Gate, London",7886,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
621,F84742,The Summitt Practice,E7 8QR,"East Ham Memorial Bldg, Shrewsbury Road, Forest Gate, London",6903,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
622,F84747,The Barkantine Practice,E14 8JH,"Barkantine Centre, 121 Westferry Road, London",10764,"London, Westminster, GB, E14 8JH","(51.500815, -0.02564, 0.0)",51.500815,-0.02564,0.0
623,F84749,Carpenters Practice,E15 2JA,"236-252 High Street, Stratford, London",4696,"London, Westminster, GB, E15 2JA","(51.53721, -0.004034, 0.0)",51.53721,-0.004034,0.0
624,F84750,Community Dermatology Clinic,E16 1LQ,"Appleby Centre, 63 Appleby Road, Canning Town, London",8991,"London, Westminster, GB, E16 1LQ","(51.510974, 0.016262, 0.0)",51.510974,0.016262,0.0
625,F85002,Medicus Health Partners,N9 7HD,"Forest Primary Care Ctr, 308A Hertford Road, Edmonton, London",15016,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
626,F85004,Eagle House Surgery,EN3 4DN,"Eagle House Surgery, 291 High Street, Ponders End, Enfield, Middlesex",8402,"Enfield, Enfield, GB, EN3 4DN","(51.647909, -0.046157, 0.0)",51.647909,-0.046157,0.0
627,F85007,Lawrence House Surgery,N15 4JR,"Lawrence House Surgery, 107 Philip Lane, Tottenham, London",6621,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
628,F85008,Staunton Group Practice,N22 8HE,"Morum House Medical Ctr, 3-5 Bounds Green Road, Wood Green, London",2586,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
629,F85010,Keats Surgery,N9 9HJ,"Keats Surgery, 290A Church Street, Edmonton, London",6572,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
630,F85013,Tynemouth Medical Practice,N15 4RH,"Tynemouth Med Practice, Tynemouth Road, Tottenham, London",7173,"London, Westminster, GB, N15 4RH","(51.586254, -0.068306, 0.0)",51.586254,-0.068306,0.0
631,F85014,Highgate Group Practice,N6 4QA,"Highgate Group Practice, 44 North Hill, Highgate, London",4738,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
632,F85016,Cockfosters Medical Ctre,EN4 9NB,"Cockfosters Medical Ctre, Heddon Court Avenue, Cockfosters, Barnet, Hertfordshire",4792,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
633,F85017,Charlton House Medical Centre,N17 6SB,"Charlton House Med Ctr, 581 High Road, Tottenham, London",4040,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
634,F85019,Morris House Group Practice,N17 6AA,"239 Lordship Lane, Tottenham, London",4060,"London, Westminster, GB, N17 6AA","(51.597765, -0.082026, 0.0)",51.597765,-0.082026,0.0
635,F85020,The Woodberry Practice,N21 3LE,"The Woodberry Practice, 1 Woodberry Avenue, Winchmore Hill, London",5597,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
636,F85023,The Ordnance Unity Centre For Health,EN3 6ND,"645 Hertford Road, Enfield, Middlesex",4178,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
637,F85025,White Lodge Medical Practice,EN1 3EW,"White Lodge Medical Pract, 68 Silver Street, Enfield, Middlesex",3598,"Enfield, Enfield, GB, EN1 3EW","(51.654148, -0.080931, 0.0)",51.654148,-0.080931,0.0
638,F85028,Bruce Grove Primary Health Care Ctr,N17 6QB,"The Surgery, 461-463 High Road, Tottenham, London",2513,"London, Westminster, GB, N17 6QB","(51.592139, -0.070136, 0.0)",51.592139,-0.070136,0.0
639,F85029,Abernethy House Surgery,EN1 3EB,"Abernethy House Surgery, 70 Silver Street, Enfield, Middlesex",4768,"Enfield, Enfield, GB, EN1 3EB","(51.654395, -0.081167, 0.0)",51.654395,-0.081167,0.0
640,F85030,Somerset Gardens Family Health Centre,N17 8NW,"Somerset Gdns Fam Hth Ctr, 4 Creighton Road, Tottenham, London",3435,"London, Westminster, GB, N17 8NW","(51.60534, -0.073446, 0.0)",51.60534,-0.073446,0.0
641,F85031,Westbury Medical Centre,N22 6RX,"The Surgery, 205 Westbury Avenue, Wood Green, London",2947,"London, Westminster, GB, N22 6RX","(51.597178, -0.094006, 0.0)",51.597178,-0.094006,0.0
642,F85032,Southgate,N14 4PR,"The Surgery, 270 Chase Side, Southgate, London",4465,"London, Westminster, GB, N14 4PR","(51.640403, -0.142704, 0.0)",51.640403,-0.142704,0.0
643,F85033,Winchmore Hill Practice,N21 2SA,"808 Green Lanes, Winchmore Hill, London",2617,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
644,F85034,Arcadian Gardens Surgery,N22 5AB,"1 Arcadian Gardens, Wood Green, London",3411,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
645,F85035,Highlands Practice,N21 1UJ,"Highlands Health Centre, 3 Florey Square, Winchmore Hill, London",5051,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
646,F85039,Rainbow Practice,N9 0TW,"Evergreen Primary Cre Ctr, 1 Smythe Close, Edmonton",5432,"London, Westminster, GB, N9 0TW","(51.623889, -0.060193, 0.0)",51.623889,-0.060193,0.0
647,F85043,Boundary Court Surgery,N9 0TW,"The Surg, Evergreen Pcc, 1 Smythe Close, Edmonton, London",3366,"London, Westminster, GB, N9 0TW","(51.623889, -0.060193, 0.0)",51.623889,-0.060193,0.0
648,F85044,The Bounces Road Surgery,N9 7HD,"Forest Primary Care Ctr, 308A Hertford Road, Edmonton, London",13799,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
649,F85046,Hornsey Park Surgery,N8 0PH,"The Surgery, 114 Turnpike Lane, Hornsey",6470,"London, Westminster, GB, N8 0PH","(51.589303, -0.109103, 0.0)",51.589303,-0.109103,0.0
650,F85052,Spur Road Surgery,N15 4AA,"The Surgery, 1 Spur Road, Tottenham, London",2204,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
651,F85058,Nightingale House Surgery,N9 8AJ,"Nightingale House Surgery, 1 Nightingale Road, Edmonton, London",3821,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
652,F85060,Havergal Surgery,N15 3DY,"Havergal Surgery, 9-10 Havergal Villas, Green Lanes, Tottenham",3442,"London, Westminster, GB, N15 3DY","(51.589197, -0.101991, 0.0)",51.589197,-0.101991,0.0
653,F85061,Christchurch Hall Surgery,N8 8AE,"Christchurch Hall Surgery, 20 Edison Road, London",11903,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
654,F85063,The Muswell Hill Practice,N10 2PS,"The Muswell Hill Practice, 1 Dukes Avenue, Muswell Hill, London",9457,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
655,F85064,Stuart Crescent Health Centre,N22 5NJ,"8 Stuart Crescent, Wood Green, London",6830,"London, Westminster, GB, N22 5NJ","(51.600434, -0.110172, 0.0)",51.600434,-0.110172,0.0
656,F85065,Stuart Crescent Medical Practice,N22 5NJ,"Stuart Crescent Hlth Ctre, 8 Stuart Crescent, Wood Green, London",8153,"London, Westminster, GB, N22 5NJ","(51.600434, -0.110172, 0.0)",51.600434,-0.110172,0.0
657,F85066,Bounds Green Group Practice,N11 2PF,"Bounds Green Group Pract, Gordon Rd,Bounds Green, New Southgate, London",6720,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
658,F85067,The 157 Medical Practice,N4 3PZ,"The 157 Medical Practice, 157 Stroud Green Road, Finsbury Park, London",18455,"London, Westminster, GB, N4 3PZ","(51.570061, -0.114288, 0.0)",51.570061,-0.114288,0.0
659,F85069,Crouch Hall Road Surgery,N8 8HJ,"Crouch Hall Road Surgery, 48 Crouch Hall Road, Hornsey, London",8152,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
660,F85071,Fernlea Surgery,N15 6JR,"114 High Road, South Tottenham, London",4813,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
661,F85072,Grovelands Medical Centre,N13 4RJ,"Grovelands Medical Centre, 1 Grovelands Road, Palmers Green, London",7521,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
662,F85615,Tottenham Health Centre,N17 8AH,"759 High Road, Tottenham, London",5605,"London, Westminster, GB, N17 8AH","(51.604775, -0.068603, 0.0)",51.604775,-0.068603,0.0
663,F85623,Grove Road Surgery,N15 5HJ,"1 Grove Road, Tottenham, London",13063,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
664,F85625,Bincote Surgery,EN2 7RD,"Bincote Surgery, 11 Bincote Road, Enfield, Middlesex",20064,"Enfield, Enfield, GB, EN2 7RD","(51.653052, -0.109211, 0.0)",51.653052,-0.109211,0.0
665,F85628,Dowsett Road Surgery,N17 9DL,"The Surgery, 57 Dowsett Road, Tottenham, London",8922,"London, Westminster, GB, N17 9DL","(51.594858, -0.064361, 0.0)",51.594858,-0.064361,0.0
666,F85634,East Enfield Practice,EN3 4DE,"The Surgery, 340 High Street, Enfield",8244,"Enfield, Enfield, GB, EN3 4DE","(51.649068, -0.046598, 0.0)",51.649068,-0.046598,0.0
667,F85640,Cheshire Road Surgery,N22 8JJ,"The Surgery, 22 Cheshire Road, Wood Green, London",8160,"London, Westminster, GB, N22 8JJ","(51.60719, -0.113675, 0.0)",51.60719,-0.113675,0.0
668,F85642,The North London Health Centre,N13 4JJ,"North London Health Ctr., Broomfield Avenue, Palmers Green, London",10816,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
669,F85650,Morecambe Surgery,N18 1LA,"Morecambe Surgery, 1 Morecambe Terrace, Upper Edmonton, London",3815,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
670,F85654,Brick Lane Surgery,EN3 5BA,"The Surgery, 28 Brick Lane, Enfield, Middlesex",5295,"Enfield, Enfield, GB, EN3 5BA","(51.657329, -0.048571, 0.0)",51.657329,-0.048571,0.0
671,F85663,Latymer Road Surgery,N9 9PU,"The Surgery, 2A Latymer Road, Edmonton, London",2978,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
672,F85666,Dr Me Silver'S Practice,N18 2LY,"234 Fore Street, Edmonton, London",6325,"London, Westminster, GB, N18 2LY","(51.616025, -0.063706, 0.0)",51.616025,-0.063706,0.0
673,F85669,West Green Road Surgery,N15 3PB,"339-341 West Green Road, Tottenham, London",5907,"London, Westminster, GB, N15 3PB","(51.585861, -0.092083, 0.0)",51.585861,-0.092083,0.0
674,F85675,The Alexandra Surgery,N22 7UN,"The Alexandra Surgery, 125 Alexandra Park Road, Wood Green, London",4267,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
675,F85676,Boundary House Surgery,N9 7HD,"Forest Primary Care Ctr, 308A Hertford Road, Edmonton, London",4218,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
676,F85678,Town Surgery,EN2 6TJ,"The Surgery, 37 Cecil Road, Enfield, Middlesex",4838,"Enfield, Enfield, GB, EN2 6TJ","(51.650903, -0.085362, 0.0)",51.650903,-0.085362,0.0
677,F85682,Chalfont Road Surgery,N9 0TW,"Evergreen Primary C.C., 1St Floor 1 Smythe Close, Edmonton, London",2224,"London, Westminster, GB, N9 0TW","(51.623889, -0.060193, 0.0)",51.623889,-0.060193,0.0
678,F85687,Oakwood Medical Centre,N14 4AQ,"Oakwood Medical Centre, Malcolms Way,Reservoir Rd, Southgate, London",3152,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
679,F85688,Rutland House Surgery,N10 1DU,"Rutland House Surgery, 40 Colney Hatch Lane, Muswell Hill, London",2192,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
680,F85697,The Old Surgery,N8 0RP,"572 Green Lanes, Hornsey, London",3840,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
681,F85700,Arnos Grove Medical Centr,N11 1BD,"Arnos Grove Medical Centr, 269 Bowes Road, Southgate",4217,"London, Westminster, GB, N11 1BD","(51.61547, -0.129798, 0.0)",51.61547,-0.129798,0.0
682,F85701,Gillan House Surgery,N13 4BS,"Gillan House Surgery, 457 Green Lanes, Palmers Green, London",5108,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
683,F85705,Js Medical Practice,N15 4JR,"107 Philip Lane, Tottenham, London",3575,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
684,F86001,The Firs,E17 7JT,"The Firs, 26 Stephenson Road, Walthamstow, London",6326,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
685,F86004,Handsworth Medical Practice,E4 9PD,"The Health Centre, Handsworth Avenue, Highams Park, London",7857,"London, Westminster, GB, E4 9PD","(51.607865, 0.000794, 0.0)",51.607865,0.000794,0.0
686,F86005,The Penrhyn Surgery,E17 5DB,"Penrhyn Surgery, 2A Penrhyn Avenue, Walthamstow, London",13159,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
687,F86006,Dr S Phillips And Dr M Patel Practice,E10 7LD,"266 Lea Bridge Road, Leyton, London",4377,"London, Westminster, GB, E10 7LD","(51.569075, -0.028066, 0.0)",51.569075,-0.028066,0.0
688,F86007,The Forest Edge Practice,IG7 4DF,"The Forest Edge Practice, Hainault Health Centre, Manford Way, Chigwell, Essex",6027,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
689,F86008,Gants Hill Medical Centre,IG2 6UW,"63/65 Ethelbert Gardens, Gants Hill, Ilford, Essex",11463,"Ilford, Essex, GB, IG2 6UW","(51.577159, 0.064478, 0.0)",51.577159,0.064478,0.0
690,F86009,The Palms Medical Centre,IG2 7NW,"The Palms Medical Centre, 97-101 Netley Road, Newbury Park, Ilford, Essex",5956,"Ilford, Essex, GB, IG2 7NW","(51.576984, 0.088558, 0.0)",51.576984,0.088558,0.0
691,F86010,Fullwell Cross Med. Ctr.,IG6 2HG,"Fullwell Cross Med. Ctr., 1 Tomswood Hill, Barkingside, Ilford, Essex",6282,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
692,F86011,The Manor Practice,E10 7DY,"The Manor Practice, 454 Lea Bridge Road, Leyton, London",11209,"London, Westminster, GB, E10 7DY","(51.571328, -0.021965, 0.0)",51.571328,-0.021965,0.0
693,F86012,Rydal,IG8 9QJ,"Rydal, 375 High Road, Woodford Green, Essex",16257,"Woodford Green, Essex, GB, IG8 9QJ","(51.608433, 0.020128, 0.0)",51.608433,0.020128,0.0
694,F86013,The Broadway Surgery,IG8 0HF,"The Broadway Surgery, 3 Broadway Gardens, Monkhams Avenue, Woodford Green",9225,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
695,F86018,The Ecclesbourne Practice,E17 9DP,"Ecclesbourne, 1 Warwick Terrace, Lea Bridge Road, Leyton, London",8572,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
696,F86020,Glebelands Practice,E18 2AB,"2 Glebelands Avenue, South Woodford, London",13764,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
697,F86022,Ilford Medical Centre,IG1 1EE,"Ilford Medical Centre, 61 Cleveland Road, Ilford, Essex",3657,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
698,F86023,The Evergreen Surgery,E11 2AQ,"The Evergreen Surgery, 26 High Street, Wanstead, London",9141,"London, Westminster, GB, E11 2AQ","(51.578105, 0.025569, 0.0)",51.578105,0.025569,0.0
699,F86025,Oak Tree Medical Centre,IG3 9TJ,"Oak Tree Medical Centre, 273-275 Green Lane, Seven Kings, Ilford, Essex",15383,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
700,F86026,The Forest Surgery,E17 4BA,"Forest Surgery, 2 Macdonald Road, Walthamstow, London",5364,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
701,F86028,Chadwell Heath Surgery,RM6 4AF,"72-74 Chadwell Heath Lane, Chadwell Heath, Romford, Essex",10727,"Romford, Essex, GB, RM6 4AF","(51.573561, 0.124942, 0.0)",51.573561,0.124942,0.0
702,F86030,Queens Road Medical Centre,E17 8PX,"48 Queens Road, Walthamstow, London",2,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
703,F86032,Wanstead Place Surgery,E11 2SW,"Wanstead Place Surgery, 45 Wanstead Place, Wanstead, London",12299,"London, Westminster, GB, E11 2SW","(51.578102, 0.023214, 0.0)",51.578102,0.023214,0.0
704,F86034,"Green Lane, Goodmayes Medical Practice",IG3 9RN,"595 Green Lane, Goodmayes, Ilford, Essex",6999,"Ilford, Essex, GB, IG3 9RN","(51.563316, 0.113586, 0.0)",51.563316,0.113586,0.0
705,F86036,The Allum Medical Centre,E11 1BN,"The Allum Medical Centre, Fairlop Road, Leytonstone, London",17340,"London, Westminster, GB, E11 1BN","(51.569923, 0.003473, 0.0)",51.569923,0.003473,0.0
706,F86038,Sma Medical Practice,E10 6RA,"Sma Medical Practice, 693-695 High Road, Leyton, London",2550,"London, Westminster, GB, E10 6RA","(51.571154, -0.00858, 0.0)",51.571154,-0.00858,0.0
707,F86040,Dr A Arif,RM8 2AJ,"620 Longbridge Road, Goodmayes, Dagenham, Essex",35,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
708,F86042,Balfour Road Surgery,IG1 4JE,"92 Balfour Road, Ilford, Essex",5347,"Ilford, Essex, GB, IG1 4JE","(51.563044, 0.075944, 0.0)",51.563044,0.075944,0.0
709,F86044,Crawley Road Medical Centre,E10 5EL,"Crawley Road Medical Ctr., 479 High Road, Leyton, London",4202,"London, Westminster, GB, E10 5EL","(51.564113, -0.011283, 0.0)",51.564113,-0.011283,0.0
710,F86045,High Road Surgery,E11 4HH,"287 High Road, Leytonstone, London",7096,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
711,F86057,The Willows Practice,IG7 4DF,"The Willows Practice, Hainault Health Centre, Manford Way, Chigwell, Essex",14781,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
712,F86058,St James Medical Practice Limited,E17 7NH,"St James Health Centre, 47 St James Street, Walthamstow, London",3397,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
713,F86060,Newbury Group Practice,IG2 7LE,"Newbury Group Practice, Newbury Park Health Ctre, 40 Perrymans Farm Road, Newbury Park",5410,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
714,F86062,Grove Surgery,E17 9BU,"Grove Surgery, 103-105 Grove Road, Walthamstow, London",10231,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
715,F86064,The Elmhurst Practice,E18 2QS,"South Woodford Health Ctr, 114 High Road, South Woodford, London",10278,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
716,F86066,Southdene Surgery,E18 1BD,"Southdene Surgery, The Shrubberies, George Lane, South Woodford, London",9216,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
717,F86074,Leyton Healthcare 4Th Floor,E10 5LG,"4Th Fl Oliver Rd Med Ctr, 75 Oliver Road, Leyton, London",13259,"London, Westminster, GB, E10 5LG","(51.559914, -0.013285, 0.0)",51.559914,-0.013285,0.0
718,F86078,The Ridgeway Surgery,E4 7JX,"The Ridgeway Surgery, 1 Mount Echo Avenue, Chingford, London",8299,"London, Westminster, GB, E4 7JX","(51.628702, -0.011016, 0.0)",51.628702,-0.011016,0.0
719,F86081,Kenwood Medical,IG2 6YG,"Kenwood Gardens, Ilford, Essex",7402,"Ilford, Essex, GB, IG2 6YG","(51.581414, 0.072033, 0.0)",51.581414,0.072033,0.0
720,F86082,Ilford Lane Surgery,IG1 2SN,"1St Fl,Loxford Polyclinic, 417 Ilford Lane, Ilford, Essex",8401,"Ilford, Essex, GB, IG1 2SN","(51.546491, 0.076864, 0.0)",51.546491,0.076864,0.0
721,F86083,The Eastern Avenue Medical Centre,IG2 6RJ,"737 A Cranbrook Road, Ilford",13839,"Ilford, Essex, GB, IG2 6RJ","(51.581056, 0.07346, 0.0)",51.581056,0.07346,0.0
722,F86085,Hainault Surgery,IG6 2XG,"34 New North Road, Hainault, Ilford, Essex",10185,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
723,F86086,Dr Dhital Practice,E17 3LA,"Wood Street Health Centre, 6 Linford Rd-Off Wood St, Walthamstow, London",12409,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
724,F86087,Goodmayes Medical Centre,IG3 8XB,"4 Eastwood Road, Goodmayes, Ilford, Essex",7111,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
725,F86088,The Lyndhurst Surgery,E10 6JB,"The Lyndhurst Surgery, 53 Lyndhurst Drive, Leyton, London",16201,"London, Westminster, GB, E10 6JB","(51.571964, -0.003854, 0.0)",51.571964,-0.003854,0.0
726,F86607,Addison Road Medical Practice,E17 9LY,"Comely Bank Clinic, 46 Ravenswood Road, Walthamstow, London",5299,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
727,F86612,The Fullwell Avenue Surgery,IG5 0SB,"The Surgery, 272 Fulwell Avenue, Clayhall, Ilford, Essex",8442,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
728,F86616,The Old Church Surgery,E4 6UN,"Silverthorn Centre, 2 Friars Close, Chingford, London",2701,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
729,F86621,Dr Mohammed Green Man Medical Centre,E11 1GA,"Green Man Medical Centre, 1 Hanbury Drive, Leytonstone, London",3209,"London, Westminster, GB, E11 1GA","(51.571438, 0.014939, 0.0)",51.571438,0.014939,0.0
730,F86624,The Heathcote Primary Care Centre,IG5 0QS,"Heathcote Avenue, Clayhall, Ilford, Essex",10483,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
731,F86625,Ll Medical Care Ltd,E11 4HX,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London",6457,"London, Westminster, GB, E11 4HX","(51.555406, 0.002114, 0.0)",51.555406,0.002114,0.0
732,F86626,Dr Shantir Practice,E17 5JL,"Forest Road Medical Ctre, 354-358 Forest Road, Walthamstow, London",11183,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
733,F86627,Churchill Medical Centre,E4 8DG,"Churchill Medical Centre, 1 Churchill Terrace, Chingford, London",10537,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
734,F86637,Seven Kings Practice,IG3 8BG,"Seven Kings Health Centre, 1 Salisbury Road, Seven Kings, Ilford, Essex",8129,"Ilford, Essex, GB, IG3 8BG","(51.563464, 0.096856, 0.0)",51.563464,0.096856,0.0
735,F86638,The Microfaculty,E4 8LT,"107-109 Chingford Mount, Road, Chingford, London",11303,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
736,F86641,The Shrubberies Medical Centre,E18 1BD,"The Shrubberies Med Ctr, 12 The Shrubberies, South Woodford, London",3002,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
737,F86642,Castleton Road Health Centre,IG3 9QW,"19 Castleton Road, Goodmayes, Ilford, Essex",2642,"Ilford, Essex, GB, IG3 9QW","(51.563936, 0.112662, 0.0)",51.563936,0.112662,0.0
738,F86644,Waltham Forest Comm & Fam Hth Serv Ltd,E17 3LA,"Wood Street Medical Ctre, 6 Linford Road, Walthamstow, London",3456,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
739,F86650,Lime Tree Surgery,E11 4JT,"Lime Tree Surgery, 321 High Road, Leytonstone, London",7127,"London, Westminster, GB, E11 4JT","(51.555773, 0.005447, 0.0)",51.555773,0.005447,0.0
740,F86652,The Drive Surgery,IG1 3HZ,"68 The Drive, Cranbrook, Ilford, Essex",8982,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
741,F86657,York Road Surgery,IG1 3AF,"55 York Road, Ilford, Essex",5450,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
742,F86658,Queen Mary Practice,E18 2QS,"South Woodford Health Ctr, 114 High Road, South Woodford, London",8817,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
743,F86664,Larkshall Medical Centre,E4 7HS,"Larkshall Medical Centre, 1 Larkshall Road, Chingford, London",5037,"London, Westminster, GB, E4 7HS","(51.626945, 0.002979, 0.0)",51.626945,0.002979,0.0
744,F86666,Harrow Road GP Centre,E11 3QE,"Harrow Road GP Centre, 2-8 Harrow Road, Leytonstone, London",7445,"London, Westminster, GB, E11 3QE","(51.55954, 0.012884, 0.0)",51.55954,0.012884,0.0
745,F86679,Higham Hill Medical Centre,E17 5RQ,"258-260 Higham Hill Road, Walthamstow, London",7055,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
